yearID,teamID,W,L,R,AB,H,BB,SO,HR,ER,2B,3B,HBP,SF,IPouts,HA,BBA,SOA,E,1B,TB,AVG,PA,OBP,SLG,OPS,BB%,K%,ISO,IP,ERA,WHIP,K/9,BB/9,K/BB,WIN%,R/G,DER
2019,OAK,97,65,845,5561,1384,578,1338.0,257,646,292,23,87.0,36.0,4395,1342,477,1299,80,812,2493,0.24887610142060781,6262.0,0.32721175343340786,0.448300665347959,0.7755124187813669,9.230277866496326,21.366975407218142,0.19942456392735117,1465.0,3.9686006825938565,1.2416382252559728,7.980204778156996,2.9303754266211604,2.7232704402515724,0.5987654320987654,5.216049382716049,0.708895552223888
2019,SEA,68,94,758,5500,1305,588,1581.0,239,798,254,28,58.0,37.0,4318,1484,505,1239,132,784,2332,0.23727272727272727,6183.0,0.3155426168526605,0.424,0.7395426168526604,9.509946627850557,25.57011159631247,0.18672727272727271,1439.3333333333333,4.989810097267253,1.3818897637795275,7.747336729967578,3.1577119036591017,2.4534653465346534,0.41975308641975306,4.679012345679013,0.6295399515738499
2019,TBA,96,66,769,5628,1427,542,1493.0,217,598,291,29,73.0,34.0,4423,1274,453,1621,87,890,2427,0.2535536602700782,6277.0,0.32531464075195154,0.4312366737739872,0.7565513145259388,8.6346981041899,23.78524772980723,0.17768301350390903,1474.3333333333333,3.6504634863215015,1.1713768935111915,9.89531991860728,2.765317657698395,3.5783664459161146,0.5925925925925926,4.746913580246914,0.7105263157894737
2019,TEX,78,84,810,5540,1374,534,1578.0,223,808,296,24,67.0,44.0,4314,1515,583,1379,105,831,2387,0.248014440433213,6185.0,0.3193209377526273,0.4308664259927798,0.7501873637454071,8.633791430881164,25.51333872271625,0.1828519855595668,1438.0,5.057023643949931,1.458970792767733,8.630737134909596,3.648817802503477,2.3653516295025727,0.48148148148148145,5.0,0.6307163626751255
2019,TOR,67,95,726,5493,1299,509,1514.0,247,767,270,21,45.0,28.0,4321,1450,604,1332,96,761,2352,0.2364827962861824,6075.0,0.30502057613168726,0.4281813216821409,0.7332018978138282,8.378600823045268,24.92181069958848,0.1916985253959585,1440.3333333333333,4.7926405924554505,1.4260587826891924,8.323073362647536,3.7741263596389727,2.205298013245033,0.41358024691358025,4.481481481481482,0.6545212765957447
2019,ARI,85,77,813,5633,1419,540,1360.0,220,691,288,40,70.0,40.0,4395,1400,516,1427,86,871,2447,0.25190839694656486,6283.0,0.32293490370841954,0.4344044026273744,0.7573393063357939,8.594620404265479,21.645710647779723,0.18249600568080954,1465.0,4.245051194539249,1.307849829351536,8.766552901023891,3.169965870307167,2.7655038759689923,0.5246913580246914,5.018518518518518,0.6906914243830931
2019,ATL,97,65,855,5560,1432,619,1467.0,249,675,277,29,60.0,35.0,4352,1421,548,1393,78,877,2514,0.25755395683453236,6274.0,0.33646796302199555,0.45215827338129494,0.7886262364032905,9.866114121772394,23.38221230474976,0.19460431654676258,1450.6666666666667,4.1877297794117645,1.3573069852941175,8.642233455882353,3.399816176470588,2.541970802919708,0.5987654320987654,5.277777777777778,0.6777519979376128
2019,CHN,84,78,814,5461,1378,581,1460.0,256,657,270,26,83.0,39.0,4326,1376,534,1444,118,826,2468,0.252334737227614,6164.0,0.3312783906554186,0.45193188060794726,0.7832102712633658,9.425697598961714,23.685918234912396,0.19959714338033324,1442.0,4.100554785020805,1.3245492371705965,9.0124826629681,3.332871012482663,2.704119850187266,0.5185185185185185,5.0246913580246915,0.6728329809725159
2019,CIN,75,87,701,5450,1328,492,1436.0,227,668,235,27,89.0,33.0,4314,1270,536,1552,91,839,2298,0.2436697247706422,6064.0,0.31480870712401055,0.421651376146789,0.7364600832707995,8.113456464379947,23.680738786279683,0.1779816513761468,1438.0,4.180806675938804,1.2559109874826146,9.713490959666203,3.3546592489568847,2.8955223880597014,0.46296296296296297,4.327160493827161,0.7031413612565445
2019,COL,71,91,835,5660,1502,489,1503.0,224,895,323,41,43.0,43.0,4346,1576,589,1264,97,914,2579,0.2653710247349823,6235.0,0.3262229350441059,0.4556537102473498,0.7818766452914556,7.842822774659182,24.105854049719326,0.1902826855123675,1448.6666666666667,5.56028531983433,1.4944776806258628,7.85273815002301,3.6592268752876205,2.1460101867572154,0.4382716049382716,5.154320987654321,0.6355633802816901
2019,LAN,106,56,886,5493,1414,607,1356.0,279,541,302,20,81.0,45.0,4337,1201,392,1519,106,813,2593,0.2574185326779538,6226.0,0.3376164471570832,0.4720553431640269,0.8096717903211101,9.749437841310634,21.77963379376807,0.21463681048607314,1445.6666666666667,3.3679963108139264,1.101913765275536,9.456536776573667,2.440396587502882,3.875,0.654320987654321,5.469135802469136,0.7366128619011016
2019,MIA,57,105,615,5512,1326,395,1469.0,146,760,265,18,73.0,33.0,4333,1340,615,1378,94,897,2065,0.24056603773584906,6013.0,0.298353567270913,0.37463715529753266,0.6729907225684457,6.569100282720772,24.430400798270412,0.1340711175616836,1444.3333333333333,4.735748903761828,1.3535656588968383,8.586660512347104,3.832217862912532,2.240650406504065,0.35185185185185186,3.7962962962962963,0.672264631043257
2019,MIL,89,73,769,5542,1366,629,1563.0,250,713,279,17,72.0,38.0,4378,1364,570,1497,97,820,2429,0.24648141465175027,6281.0,0.3290877248845725,0.43828942619992783,0.7673771510845003,10.014328928514567,24.884572520299315,0.19180801154817756,1459.3333333333333,4.397213339424395,1.325262677021471,9.232297852900869,3.5153037916857013,2.626315789473684,0.5493827160493827,4.746913580246914,0.6785240244226174
2019,NYN,86,76,791,5624,1445,516,1384.0,242,688,280,17,95.0,27.0,4383,1405,500,1520,99,906,2485,0.25693456614509247,6262.0,0.3283296071542638,0.44185633001422475,0.7701859371684885,8.240178856595337,22.1015649952092,0.18492176386913228,1461.0,4.238193018480493,1.3039014373716633,9.363449691991786,3.080082135523614,3.04,0.5308641975308642,4.882716049382716,0.6864596273291925
2019,PHI,81,81,774,5571,1369,562,1453.0,215,731,311,26,57.0,34.0,4361,1452,546,1392,97,817,2377,0.24573685155268354,6224.0,0.3194087403598972,0.4266738467061569,0.7460825870660541,9.029562982005142,23.34511568123393,0.18093699515347333,1453.6666666666667,4.525796835588167,1.374455400137583,8.618206833295115,3.380417335473515,2.5494505494505493,0.5,4.777777777777778,0.6611633223266447
2019,PIT,69,93,758,5657,1497,425,1213.0,163,829,315,38,63.0,34.0,4320,1511,584,1443,121,981,2377,0.26462789464380415,6179.0,0.3212493931056805,0.42018737846915327,0.7414367715748338,6.878135620650591,19.631008253762744,0.15555948382534912,1440.0,5.18125,1.4548611111111112,9.01875,3.65,2.470890410958904,0.42592592592592593,4.679012345679013,0.6595596755504056
2019,SDN,70,92,682,5391,1281,504,1581.0,219,732,224,24,55.0,31.0,4296,1394,463,1475,116,814,2210,0.2376182526432944,5981.0,0.3076408627319846,0.40994249675384903,0.7175833594858336,8.42668450091958,26.433706738003675,0.17232424411055464,1432.0,4.600558659217877,1.2967877094972067,9.270251396648044,2.9099162011173183,3.185745140388769,0.43209876543209874,4.209876543209877,0.6435670900055218
2019,SFN,77,85,678,5579,1332,475,1435.0,167,715,300,26,50.0,42.0,4407,1395,519,1368,90,839,2185,0.23875246459939056,6146.0,0.3021477383664172,0.39164724861086214,0.6937949869772793,7.728603970061829,23.34851936218679,0.15289478401147158,1469.0,4.380530973451328,1.302927161334241,8.381211708645337,3.179714091218516,2.6358381502890174,0.47530864197530864,4.185185185185185,0.6720577258024385
2019,SLN,91,71,764,5449,1336,561,1420.0,210,609,246,24,76.0,39.0,4332,1284,545,1399,66,856,2260,0.2451826023123509,6125.0,0.32212244897959186,0.41475500091759954,0.7368774498971914,9.159183673469387,23.183673469387756,0.16957239860524864,1444.0,3.7957063711911356,1.2666204986149585,8.719529085872576,3.396814404432133,2.5669724770642204,0.5617283950617284,4.716049382716049,0.7045101088646968
2019,WAS,93,69,873,5512,1460,584,1308.0,231,683,298,27,81.0,42.0,4318,1340,517,1511,87,904,2505,0.2648766328011611,6219.0,0.34169480623894516,0.45446298984034833,0.7961577960792935,9.3905772632256,21.032320308731308,0.18958635703918725,1439.3333333333333,4.2707271885132005,1.2901806391848079,9.44812413154238,3.2327466419638724,2.9226305609284333,0.5740740740740741,5.388888888888889,0.7021170610211707
2020,BAL,25,35,274,2026,523,164,514.0,77,260,102,7,27.0,10.0,1556,489,192,487,43,337,870,0.2581441263573544,2227.0,0.32061068702290074,0.42941757156959526,0.750028258592496,7.364167040862146,23.080377189043556,0.17127344521224086,518.6666666666666,4.5115681233933165,1.3129820051413883,8.450514138817482,3.3316195372750643,2.5364583333333335,0.4166666666666667,4.566666666666666,0.685121107266436
2020,BOS,24,36,292,2083,552,187,545.0,81,325,118,7,21.0,9.0,1572,587,252,537,45,346,927,0.2650024003840615,2300.0,0.33043478260869563,0.44503120499279886,0.7754659876014944,8.130434782608695,23.695652173913043,0.18002880460873738,524.0,5.5820610687022905,1.6011450381679388,9.223282442748092,4.32824427480916,2.130952380952381,0.4,4.866666666666666,0.6241473396998636
2020,CHA,35,25,306,2047,534,179,571.0,96,223,94,6,24.0,13.0,1581,448,217,523,38,338,928,0.2608695652173913,2263.0,0.3256738842244808,0.45334636052760136,0.7790202447520822,7.909854175872735,25.231992929739285,0.19247679531021006,527.0,3.8083491461100567,1.2618595825426946,8.93168880455408,3.7058823529411766,2.410138248847926,0.5833333333333334,5.1,0.7200287150035893
2020,CLE,35,25,248,1959,446,239,517.0,59,196,96,5,24.0,16.0,1608,440,157,621,30,286,729,0.2276671771311894,2238.0,0.31680071492403933,0.3721286370597244,0.6889293519837637,10.67917783735478,23.100983020554068,0.14446145992853499,536.0,3.291044776119403,1.1138059701492538,10.427238805970148,2.6361940298507465,3.9554140127388533,0.5833333333333334,4.133333333333334,0.7062187276626162
2020,DET,23,35,249,1893,463,147,567.0,62,308,78,12,19.0,14.0,1477,511,192,444,27,311,751,0.2445853143159007,2073.0,0.3034249879401833,0.3967247754886424,0.7001497634288256,7.091172214182344,27.35166425470333,0.15213946117274169,492.3333333333333,5.630331753554502,1.4278943805010156,8.116452268111036,3.509817197020989,2.3125,0.39655172413793105,4.293103448275862,0.6275430359937402
2020,HOU,29,31,279,1992,478,192,440.0,69,251,103,12,23.0,13.0,1572,472,217,526,20,294,812,0.2399598393574297,2220.0,0.31216216216216214,0.40763052208835343,0.7197926842505156,8.64864864864865,19.81981981981982,0.16767068273092373,524.0,4.311068702290076,1.3148854961832062,9.034351145038167,3.7270992366412212,2.423963133640553,0.48333333333333334,4.65,0.7172459893048129
2020,KCA,26,34,248,1988,485,172,527.0,68,247,97,7,18.0,10.0,1551,500,211,517,31,313,800,0.24396378269617705,2188.0,0.30850091407678243,0.4024144869215292,0.7109154009983116,7.861060329067642,24.085923217550274,0.15845070422535215,517.0,4.299806576402321,1.3752417794970986,9.0,3.6731141199226305,2.4502369668246446,0.43333333333333335,4.133333333333334,0.6699928724162509
2020,LAA,26,34,294,2020,501,239,490.0,85,297,97,8,25.0,18.0,1576,492,199,523,36,311,869,0.24801980198019802,2302.0,0.33231972198088616,0.4301980198019802,0.7625177417828664,10.382276281494352,21.285838401390095,0.18217821782178217,525.3333333333334,5.088197969543147,1.3153553299492384,8.96002538071066,3.409263959390863,2.628140703517588,0.43333333333333335,4.9,0.6971975393028025
2020,MIN,36,24,269,1937,468,186,528.0,91,204,81,3,29.0,14.0,1540,448,170,535,20,293,828,0.24161073825503357,2166.0,0.31532779316712833,0.42746515229736703,0.7427929454644954,8.587257617728532,24.37673130193906,0.18585441404233347,513.3333333333334,3.576623376623376,1.2038961038961038,9.37987012987013,2.9805194805194803,3.1470588235294117,0.6,4.483333333333333,0.7169669669669669
2020,NYA,33,27,315,1915,473,251,480.0,94,242,87,7,30.0,11.0,1502,455,168,528,48,285,856,0.24699738903394255,2207.0,0.3416402356139556,0.44699738903394254,0.7886376246478981,11.37290439510648,21.74898051653829,0.19999999999999998,500.6666666666667,4.350199733688415,1.244340878828229,9.491344873501998,3.0199733688415447,3.142857142857143,0.55,5.25,0.6974852071005917
2020,OAK,36,24,274,1908,430,238,524.0,71,216,91,11,39.0,14.0,1546,471,165,506,26,257,756,0.22536687631027252,2199.0,0.3215097771714416,0.39622641509433965,0.7177361922657812,10.823101409731697,23.82901318781264,0.17085953878406712,515.3333333333334,3.7723156532988353,1.2341526520051747,8.836998706338939,2.8816300129366104,3.066666666666667,0.6,4.566666666666666,0.678975131876413
2020,SEA,27,33,254,1929,435,207,545.0,60,289,88,5,30.0,12.0,1550,482,230,469,23,282,713,0.2255054432348367,2178.0,0.3085399449035813,0.3696215655780197,0.678161510481601,9.50413223140496,25.02295684113866,0.14411612234318297,516.6666666666666,5.034193548387097,1.3780645161290324,8.169677419354839,4.006451612903226,2.0391304347826087,0.45,4.233333333333333,0.6669161676646707
2020,TBA,40,20,289,1975,470,243,608.0,80,209,105,12,28.0,14.0,1583,475,168,552,33,273,839,0.2379746835443038,2260.0,0.32787610619469026,0.42481012658227846,0.7526862327769688,10.75221238938053,26.902654867256636,0.18683544303797467,527.6666666666666,3.564750473783955,1.2185723310170564,9.415034744156666,2.865445356917246,3.2857142857142856,0.6666666666666666,4.816666666666666,0.671022290545734
2020,TEX,22,38,224,1936,420,167,548.0,62,288,80,9,24.0,18.0,1550,479,236,489,40,269,704,0.21694214876033058,2145.0,0.28484848484848485,0.36363636363636365,0.6484848484848484,7.785547785547786,25.547785547785544,0.14669421487603307,516.6666666666666,5.016774193548388,1.3838709677419356,8.518064516129034,4.110967741935484,2.0720338983050848,0.36666666666666664,3.7333333333333334,0.6599702380952381
2020,TOR,32,28,302,2023,516,203,508.0,88,268,104,4,12.0,14.0,1574,517,250,519,38,320,892,0.2550667325753831,2252.0,0.32460035523978686,0.44092931290163123,0.7655296681414181,9.014209591474245,22.55772646536412,0.18586258032624814,524.6666666666666,4.59720457433291,1.4618805590851336,8.90279542566709,4.288437102922491,2.076,0.5333333333333333,5.033333333333333,0.6759195003469813
2020,ARI,25,35,269,1997,482,181,461.0,58,279,101,12,36.0,23.0,1555,506,235,524,35,311,781,0.24136204306459688,2237.0,0.31247206079570855,0.3910866299449174,0.7035586907406259,8.09119356280733,20.607957085382207,0.1497245868803205,518.3333333333334,4.844372990353698,1.4295819935691316,9.0983922829582,4.080385852090032,2.2297872340425533,0.4166666666666667,4.483333333333333,0.6782145236508994
2020,ATL,35,25,348,2074,556,239,573.0,103,257,130,3,23.0,7.0,1573,494,220,506,33,320,1001,0.26808100289296044,2343.0,0.34912505335040545,0.48264223722275795,0.8317672905731635,10.200597524541188,24.455825864276566,0.2145612343297975,524.3333333333334,4.411315956770502,1.361729179910998,8.685314685314685,3.776223776223776,2.3,0.5833333333333334,5.8,0.698220640569395
2020,CHN,34,26,265,1918,422,229,568.0,74,230,82,8,52.0,13.0,1555,451,182,523,30,258,742,0.22002085505735142,2212.0,0.3178119349005425,0.38686131386861317,0.7046732487691556,10.35262206148282,25.678119349005424,0.16684045881126175,518.3333333333334,3.993569131832797,1.2212218649517683,9.081028938906751,3.160128617363344,2.8736263736263736,0.5666666666666667,4.416666666666667,0.6842513576415826
2020,CIN,31,29,243,1842,390,239,534.0,90,215,76,3,33.0,7.0,1512,401,213,615,27,221,742,0.21172638436482086,2121.0,0.31211692597831214,0.4028230184581976,0.7149399444365098,11.268269684111267,25.176803394625175,0.19109663409337677,504.0,3.8392857142857144,1.2182539682539681,10.982142857142858,3.8035714285714284,2.887323943661972,0.5166666666666667,4.05,0.7240816326530612
2020,COL,26,34,275,2057,528,161,543.0,63,327,84,16,10.0,19.0,1579,579,205,393,42,365,833,0.25668449197860965,2247.0,0.31108144192256343,0.4049586776859504,0.7160401196085138,7.165109034267912,24.16555407209613,0.14827418570734074,526.3333333333334,5.591513616212793,1.4895503483217225,6.7200759974667506,3.50538315389487,1.9170731707317072,0.43333333333333335,4.583333333333333,0.6204081632653061
2020,LAN,43,17,349,2042,523,228,471.0,118,181,97,6,30.0,12.0,1616,424,145,517,40,302,986,0.25612144955925564,2312.0,0.33780276816608995,0.4828599412340842,0.8206627094001742,9.86159169550173,20.3719723183391,0.22673849167482857,538.6666666666666,3.024133663366337,1.056311881188119,8.637995049504951,2.422648514851485,3.56551724137931,0.7166666666666667,5.816666666666666,0.7638225255972696
2020,MIA,31,29,263,1935,472,191,537.0,60,272,82,5,25.0,9.0,1512,506,226,451,39,325,744,0.24392764857881136,2160.0,0.31851851851851853,0.38449612403100775,0.7030146425495263,8.842592592592592,24.86111111111111,0.1405684754521964,504.0,4.857142857142857,1.4523809523809523,8.053571428571429,4.035714285714286,1.9955752212389382,0.5166666666666667,4.383333333333334,0.6399406087602079
2020,MIL,29,31,247,1920,429,221,582.0,75,239,83,5,35.0,10.0,1552,446,189,614,34,266,747,0.2234375,2186.0,0.31335773101555353,0.3890625,0.7024202310155535,10.109789569990852,26.623970722781337,0.16562499999999997,517.3333333333334,4.157860824742268,1.2274484536082473,10.681701030927835,3.2880154639175254,3.248677248677249,0.48333333333333334,4.116666666666666,0.6818538884524745
2020,NYN,26,34,286,2023,551,197,498.0,86,284,106,7,45.0,13.0,1540,511,219,574,32,352,929,0.2723677706376668,2278.0,0.3481123792800702,0.4592189817103312,0.8073313609904014,8.647936786654961,21.8612818261633,0.1868512110726644,513.3333333333334,4.979220779220779,1.422077922077922,10.063636363636363,3.8396103896103893,2.6210045662100456,0.43333333333333335,4.766666666666667,0.6852617079889807
2020,PHI,28,32,306,1948,500,229,480.0,82,284,90,10,28.0,10.0,1491,550,185,532,35,318,856,0.25667351129363447,2215.0,0.3417607223476298,0.4394250513347023,0.781185773682332,10.338600451467268,21.670428893905193,0.1827515400410678,497.0,5.142857142857143,1.4788732394366197,9.633802816901408,3.3501006036217302,2.8756756756756756,0.4666666666666667,5.1,0.6396848137535817
2020,PIT,19,41,219,1932,425,167,521.0,59,267,76,6,11.0,15.0,1539,451,249,536,47,284,690,0.21997929606625258,2125.0,0.2837647058823529,0.35714285714285715,0.6409075630252101,7.858823529411765,24.51764705882353,0.13716356107660457,513.0,4.684210526315789,1.364522417153996,9.403508771929825,4.368421052631579,2.1526104417670684,0.31666666666666665,3.65,0.6788588149231894
2020,SDN,37,23,325,1972,506,204,479.0,95,223,103,12,28.0,14.0,1561,456,170,565,32,296,918,0.2565922920892495,2218.0,0.3327321911632101,0.46551724137931033,0.7982494325425205,9.197475202885483,21.596032461677186,0.20892494929006084,520.3333333333334,3.8571428571428568,1.2030749519538757,9.772581678411274,2.940422805893658,3.323529411764706,0.6166666666666667,5.416666666666667,0.721671388101983
2020,SFN,29,31,299,2019,532,195,499.0,81,267,107,14,27.0,13.0,1553,474,210,488,41,330,910,0.26349678058444775,2254.0,0.33451641526175685,0.45071817731550273,0.7852345925772596,8.65128660159716,22.138420585625553,0.18722139673105498,517.6666666666666,4.641983258209916,1.321313586606568,8.484224082421122,3.6509980682549905,2.323809523809524,0.48333333333333334,4.983333333333333,0.7011019283746556
2020,SLN,30,28,240,1752,410,205,477.0,51,205,73,7,33.0,16.0,1419,376,204,464,33,279,650,0.23401826484018265,2006.0,0.3230309072781655,0.3710045662100457,0.6940354734882113,10.219341974077768,23.778664007976072,0.13698630136986303,473.0,3.9006342494714588,1.2262156448202959,8.828752642706132,3.8816067653276956,2.2745098039215685,0.5172413793103449,4.137931034482759,0.7112903225806452
2020,WAS,26,34,293,1968,519,192,451.0,66,285,112,12,32.0,21.0,1511,548,216,508,39,329,853,0.26371951219512196,2213.0,0.3357433348395843,0.4334349593495935,0.7691782941891778,8.67600542250339,20.379575237234523,0.1697154471544715,503.6666666666667,5.092653871608206,1.5168762409000662,9.077432164129714,3.85969556585043,2.3518518518518516,0.43333333333333335,4.883333333333334,0.6460597826086957
2021,BAL,52,110,659,5420,1296,451,1454.0,195,910,266,15,65.0,31.0,4206,1518,563,1234,74,820,2177,0.23911439114391145,5967.0,0.3036701860231272,0.40166051660516605,0.7053307026282932,7.558236970001676,24.367353779118485,0.1625461254612546,1402.0,5.841654778887304,1.4843081312410842,7.921540656205421,3.6141226818830243,2.191829484902309,0.32098765432098764,4.067901234567901,0.6325618095739085
2021,BOS,92,70,829,5495,1434,512,1386.0,219,671,330,23,61.0,42.0,4257,1409,546,1527,108,862,2467,0.26096451319381253,6110.0,0.32847790507364977,0.44895359417652414,0.7774314992501739,8.379705400981997,22.684124386252048,0.1879890809827116,1419.0,4.255813953488372,1.3777307963354475,9.684989429175475,3.463002114164905,2.7967032967032965,0.5679012345679012,5.117283950617284,0.6698880976602237
2021,CHA,93,69,796,5357,1373,586,1389.0,190,581,275,22,78.0,39.0,4210,1205,485,1588,97,886,2262,0.25630016800448013,6060.0,0.33613861386138616,0.4222512600336009,0.758389873894987,9.669966996699669,22.92079207920792,0.16595109202912078,1403.3333333333333,3.726128266033254,1.2042755344418052,10.184323040380049,3.1104513064133017,3.2742268041237113,0.5740740740740741,4.91358024691358,0.7086717317264868
2021,CLE,80,82,717,5332,1269,453,1387.0,203,679,248,22,64.0,36.0,4224,1281,522,1391,86,796,2170,0.23799699924981246,5885.0,0.30348343245539505,0.4069767441860465,0.7104601766414416,7.697536108751062,23.56839422259983,0.16897974493623405,1408.0,4.340198863636363,1.2805397727272727,8.891335227272727,3.336647727272727,2.664750957854406,0.49382716049382713,4.425925925925926,0.6919004764425623
2021,DET,77,85,697,5376,1299,490,1514.0,179,681,236,37,44.0,50.0,4259,1370,571,1259,83,847,2146,0.24162946428571427,5960.0,0.3075503355704698,0.3991815476190476,0.7067318831895174,8.221476510067115,25.40268456375839,0.15755208333333334,1419.6666666666667,4.317210612819911,1.3672223526649447,7.9814510448462075,3.619863817797605,2.2049036777583186,0.47530864197530864,4.302469135802469,0.658719528529333
2021,HOU,95,67,863,5593,1496,569,1222.0,221,607,299,14,64.0,54.0,4335,1231,549,1456,69,962,2486,0.2674772036474164,6280.0,0.3390127388535032,0.44448417664938317,0.7834969155028864,9.060509554140127,19.45859872611465,0.17700697300196677,1445.0,3.780622837370242,1.231833910034602,9.068512110726644,3.419377162629758,2.652094717668488,0.5864197530864198,5.327160493827161,0.7433396764985728
2021,KCA,74,88,686,5427,1349,421,1258.0,163,731,251,29,55.0,52.0,4252,1375,591,1344,84,906,2147,0.24857195503961674,5955.0,0.3064651553316541,0.3956145199926294,0.7020796753242835,7.069689336691856,21.12510495382032,0.14704256495301268,1417.3333333333333,4.641815616180621,1.3871119473189089,8.534336782690499,3.7528222013170276,2.2741116751269037,0.4567901234567901,4.234567901234568,0.6806308526367668
2021,LAA,77,85,723,5437,1331,464,1394.0,190,741,265,23,59.0,25.0,4265,1373,592,1453,88,853,2212,0.24480411991907303,5985.0,0.3097744360902256,0.4068420084605481,0.7166164445507737,7.752715121136173,23.29156223893066,0.16203788854147505,1421.6666666666667,4.690973036342321,1.3821805392731534,9.198358733880422,3.7477139507620163,2.454391891891892,0.47530864197530864,4.462962962962963,0.6722537390407426
2021,MIN,73,89,729,5431,1311,525,1405.0,228,762,271,17,70.0,42.0,4258,1392,484,1317,107,795,2300,0.24139200883815135,6068.0,0.3141067897165458,0.42349475234763395,0.7376015420641797,8.651944627554384,23.1542518127884,0.1821027435094826,1419.3333333333333,4.8318459370596525,1.3217472992015031,8.3511038046031,3.069046500704556,2.7210743801652892,0.4506172839506173,4.5,0.6690104166666666
